two_year_recid,age,sex,priors_count,juv_fel_count,juv_misd_count,c_charge_degree,c_charge_desc,race
yes,27.0,Female,4,0.0,0.0,M,Leave Acc/Attend Veh/More $50,Caucasian
no,48.0,Male,9,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
no,40.0,Female,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,24.0,Male,0,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
yes,22.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,30.0,Male,4,0.0,0.0,M,Battery,African-American
no,63.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,46.0,Male,0,0.0,0.0,M,arrest case no charge,Hispanic
no,33.0,Male,4,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Female,1,1.0,0.0,F,Robbery Sudd Snatch No Weapon,African-American
yes,43.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,26.0,Male,3,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,51.0,Male,1,0.0,0.0,F,Neglect Child / No Bodily Harm,African-American
yes,39.0,Male,3,0.0,0.0,F,arrest case no charge,Caucasian
yes,30.0,Female,0,0.0,0.0,M,Battery,Hispanic
yes,32.0,Male,14,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,22.0,Male,0,0.0,0.0,M,Petit Theft,African-American
no,59.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,38.0,Male,37,0.0,5.0,M,arrest case no charge,African-American
no,23.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,42.0,Male,0,0.0,0.0,M,Battery,African-American
yes,20.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
yes,38.0,Male,2,0.0,0.0,F,Burglary Dwelling Assault/Batt,African-American
no,34.0,Female,2,0.0,0.0,F,Possession of Cannabis,Caucasian
yes,36.0,Female,7,0.0,0.0,F,Criminal Mischief,African-American
yes,35.0,Male,7,0.0,0.0,F,Sexual Battery / Vict 12 Yrs +,Caucasian
yes,36.0,Male,0,0.0,0.0,M,Battery,African-American
no,31.0,Male,1,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,28.0,Female,3,0.0,0.0,F,arrest case no charge,African-American
yes,28.0,Male,1,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,60.0,Male,3,0.0,0.0,F,Resist Officer w/Violence,Caucasian
no,43.0,Male,0,0.0,0.0,F,Deliver Cannabis,African-American
no,40.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,31.0,Male,15,0.0,2.0,F,Possession of Cocaine,African-American
yes,54.0,Male,6,0.0,0.0,F,Possession of Cocaine,African-American
no,26.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,24.0,Male,17,0.0,0.0,F,arrest case no charge,African-American
yes,41.0,Male,0,0.0,0.0,F,Escape,Hispanic
yes,21.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,29.0,Female,1,0.0,0.0,F,Poss Contr Subst W/o Prescript,Hispanic
no,22.0,Male,0,0.0,0.0,F,Uttering a Forged Instrument,African-American
yes,52.0,Male,9,0.0,0.0,F,Felony Petit Theft,Hispanic
no,40.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
no,37.0,Female,0,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Caucasian
no,21.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
no,45.0,Female,1,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
yes,29.0,Male,1,0.0,0.0,M,DUI/Property Damage/Persnl Inj,African-American
yes,46.0,Male,10,0.0,0.0,F,Felony Battery (Dom Strang),African-American
no,21.0,Male,1,0.0,1.0,F,Burglary Conveyance Unoccup,Caucasian
no,50.0,Male,7,1.0,0.0,M,Battery,African-American
yes,35.0,Male,6,0.0,0.0,F,Battery on a Person Over 65,Caucasian
yes,52.0,Male,1,0.0,0.0,M,Viol Injunct Domestic Violence,African-American
no,48.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,29.0,Female,9,0.0,0.0,M,Petit Theft $100- $300,African-American
no,48.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,31.0,Male,10,0.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,3,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,Caucasian
yes,32.0,Male,0,0.0,0.0,F,Tamper With Witness/Victim/CI,Other
no,47.0,Male,0,0.0,0.0,M,Battery,African-American
no,62.0,Male,1,0.0,0.0,M,Possess Drug Paraphernalia,African-American
yes,21.0,Male,3,1.0,2.0,F,Criminal Mischief,African-American
no,35.0,Male,13,3.0,0.0,F,Possession of Cocaine,African-American
yes,46.0,Male,3,0.0,0.0,M,Operating W/O Valid License,African-American
yes,34.0,Male,5,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,52.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
no,39.0,Female,7,0.0,1.0,F,Possession of Cocaine,African-American
yes,21.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,53.0,Male,1,0.0,0.0,M,Aggravated Assault W/Dead Weap,Caucasian
yes,19.0,Female,0,0.0,0.0,F,Felony Battery w/Prior Convict,Caucasian
no,22.0,Male,0,0.0,0.0,M,Open Carrying Of Weapon,African-American
no,45.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,27.0,Female,0,0.0,0.0,F,Burglary With Assault/battery,Caucasian
no,25.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,30.0,Male,0,0.0,0.0,F,Felony DUI (level 3),Caucasian
yes,31.0,Male,2,0.0,0.0,F,Driving While License Revoked,African-American
no,28.0,Male,3,0.0,0.0,F,arrest case no charge,Caucasian
yes,36.0,Male,3,0.0,0.0,M,Battery,African-American
yes,27.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
no,42.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
yes,35.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,33.0,Female,2,0.0,0.0,F,Poss Contr Subst W/o Prescript,Caucasian
yes,24.0,Male,6,1.0,0.0,F,"Deliver 3,4 Methylenediox",Hispanic
yes,25.0,Male,21,0.0,1.0,F,arrest case no charge,African-American
no,42.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,28.0,Female,0,0.0,0.0,M,Battery,African-American
yes,27.0,Male,25,0.0,0.0,F,arrest case no charge,African-American
no,21.0,Female,0,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
yes,26.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,36.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
yes,23.0,Male,1,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
yes,49.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,29.0,Male,11,0.0,0.0,F,Possession of Cocaine,African-American
yes,44.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,28.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,2,0.0,0.0,M,Driving License Suspended,African-American
yes,35.0,Female,12,0.0,0.0,F,Possession Of Alprazolam,African-American
yes,36.0,Male,19,0.0,0.0,M,Driving License Suspended,African-American
no,46.0,Male,2,0.0,0.0,M,Susp Drivers Lic 1st Offense,Caucasian
no,34.0,Male,3,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,45.0,Male,15,0.0,0.0,F,Driving While License Revoked,African-American
yes,28.0,Male,9,0.0,0.0,F,Driving While License Revoked,African-American
no,25.0,Female,1,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,21.0,Male,1,0.0,1.0,M,Assault,African-American
no,48.0,Male,1,0.0,0.0,F,Hiring with Intent to Defraud,African-American
no,37.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,24.0,Male,3,0.0,0.0,F,Possession of Cocaine,African-American
yes,37.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,39.0,Male,1,0.0,0.0,F,Solicit Deliver Cocaine,Caucasian
yes,24.0,Male,1,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
no,49.0,Male,2,0.0,0.0,F,arrest case no charge,Other
yes,35.0,Male,3,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
yes,23.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,36.0,Male,4,0.0,0.0,F,Possession of Cocaine,Caucasian
no,43.0,Male,5,0.0,0.0,F,Burglary Structure Unoccup,Caucasian
yes,28.0,Male,6,0.0,0.0,M,arrest case no charge,African-American
yes,21.0,Female,4,1.0,0.0,F,arrest case no charge,African-American
no,53.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,African-American
yes,27.0,Female,2,0.0,0.0,M,Petit Theft $100- $300,African-American
no,39.0,Male,0,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
yes,47.0,Male,22,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,28.0,Male,4,0.0,0.0,F,Uttering a Forged Instrument,African-American
no,49.0,Male,7,0.0,0.0,F,Possession of Cocaine,Caucasian
no,36.0,Male,2,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,24.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
no,35.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,23.0,Male,3,0.0,0.0,F,Tampering With Physical Evidence,African-American
no,26.0,Male,2,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
yes,31.0,Male,7,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,30.0,Female,14,0.0,3.0,F,Carrying Concealed Firearm,African-American
no,25.0,Male,2,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,24.0,Male,6,0.0,0.0,F,Deliver Cocaine,African-American
yes,34.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
no,26.0,Male,2,0.0,0.0,M,Battery,African-American
no,26.0,Male,7,0.0,0.0,M,Carrying A Concealed Weapon,African-American
no,60.0,Male,0,0.0,0.0,F,False Imprisonment,Hispanic
no,20.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,36.0,Male,10,1.0,0.0,M,Battery,Caucasian
no,23.0,Male,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
yes,26.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
no,40.0,Male,4,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,28.0,Male,1,0.0,0.0,F,Felony Driving While Lic Suspd,Other
yes,49.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
yes,46.0,Male,8,0.0,0.0,F,arrest case no charge,African-American
yes,19.0,Male,1,0.0,1.0,F,arrest case no charge,African-American
no,53.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,56.0,Male,5,0.0,0.0,F,Possession of Oxycodone,Caucasian
no,24.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,31.0,Male,0,0.0,0.0,F,Stalking (Aggravated),Hispanic
no,33.0,Female,2,0.0,0.0,F,Possession of Hydromorphone,Caucasian
yes,26.0,Male,8,0.0,3.0,F,Robbery / Weapon,Caucasian
no,56.0,Male,1,0.0,0.0,M,Tamper With Witness/Victim/CI,Caucasian
no,32.0,Male,2,0.0,0.0,F,Possession Of Alprazolam,Caucasian
yes,25.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
no,21.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,38.0,Male,3,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
no,23.0,Male,0,0.0,0.0,F,Fleeing Or Attmp Eluding A Leo,Caucasian
no,67.0,Male,4,0.0,0.0,M,Driving License Suspended,African-American
yes,20.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
yes,39.0,Female,4,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
yes,24.0,Male,1,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,23.0,Male,0,0.0,0.0,F,Agg Fleeing/Eluding High Speed,Hispanic
no,49.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
yes,31.0,Male,7,0.0,0.0,F,Poss of Firearm by Convic Felo,African-American
yes,20.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,28.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,67.0,Male,3,0.0,0.0,F,arrest case no charge,Caucasian
no,33.0,Male,0,0.0,0.0,F,Aggravated Battery / Pregnant,Hispanic
yes,20.0,Male,1,1.0,0.0,F,arrest case no charge,Hispanic
no,40.0,Male,4,0.0,0.0,F,arrest case no charge,Caucasian
no,52.0,Male,0,0.0,0.0,F,Solicitation On Felony 3 Deg,African-American
yes,45.0,Male,17,0.0,0.0,F,Felony Petit Theft,African-American
yes,27.0,Male,8,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,22.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,36.0,Male,9,0.0,0.0,F,Driving While License Revoked,Caucasian
yes,40.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,30.0,Male,1,0.0,0.0,M,Expired DL More Than 6 Months,Caucasian
no,42.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,24.0,Male,2,0.0,0.0,F,False Ownership Info/Pawn Item,African-American
no,46.0,Male,4,0.0,0.0,F,Video Voyeur-<24Y on Child >16,Caucasian
no,38.0,Male,4,0.0,0.0,F,Sell or Offer for Sale Counterfeit Goods,African-American
yes,39.0,Male,2,0.0,0.0,F,Crimin Mischief Damage $1000+,Hispanic
yes,32.0,Female,0,0.0,0.0,M,Lve/Scen/Acc/Veh/Prop/Damage,Hispanic
no,26.0,Male,0,0.0,0.0,M,Grand Theft (Motor Vehicle),Caucasian
yes,54.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,27.0,Male,2,0.0,0.0,F,Lewd/Lasc Battery Pers 12+/<16,Hispanic
no,61.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,51.0,Male,1,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
no,57.0,Male,0,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Caucasian
yes,24.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,34.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,27.0,Male,1,0.0,0.0,F,Throw Missile Into Pub/Priv Dw,Hispanic
yes,28.0,Female,10,0.0,0.0,M,Operating W/O Valid License,African-American
yes,35.0,Male,10,0.0,0.0,M,Viol Prot Injunc Repeat Viol,African-American
yes,30.0,Male,6,0.0,0.0,F,Driving While License Revoked,African-American
no,53.0,Male,1,0.0,0.0,F,arrest case no charge,Other
no,44.0,Male,0,0.0,0.0,F,Robbery / No Weapon,African-American
yes,57.0,Male,3,0.0,0.0,M,Posses/Disply Susp/Revk/Frd DL,Caucasian
no,61.0,Male,10,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
yes,26.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,48.0,Male,10,1.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,42.0,Male,4,0.0,0.0,M,Driving License Suspended,African-American
yes,38.0,Male,10,0.0,0.0,F,Possession of Cocaine,Caucasian
no,39.0,Male,4,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,53.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,26.0,Male,3,0.0,0.0,M,Poss Of Controlled Substance,African-American
yes,22.0,Male,1,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,50.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,44.0,Male,16,3.0,0.0,M,Driving Under The Influence,Caucasian
yes,24.0,Male,4,0.0,1.0,F,Agg Assault W/int Com Fel Dome,African-American
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,50.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,36.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,39.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
no,24.0,Female,2,0.0,0.0,F,Crim Use Of Personal Id Info,African-American
no,54.0,Female,7,0.0,0.0,F,Fraudulent Use of Credit Card,African-American
no,29.0,Male,0,0.0,0.0,M,Resist Officer w/Violence,African-American
no,26.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,41.0,Male,3,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,23.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,34.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,31.0,Male,11,0.0,0.0,F,False Ownership Info/Pawn Item,Caucasian
no,20.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,49.0,Male,10,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,4,0.0,0.0,F,Possession Of Methamphetamine,African-American
yes,28.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
no,26.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,55.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
no,22.0,Male,0,0.0,0.0,M,Prowling/Loitering,African-American
no,26.0,Female,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
no,56.0,Male,0,0.0,0.0,M,Battery,Other
no,66.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,46.0,Male,2,0.0,0.0,F,Possession Of Diazepam,Other
yes,58.0,Male,16,0.0,0.0,F,arrest case no charge,African-American
no,28.0,Male,4,0.0,0.0,F,Burglary Structure Assault/Batt,African-American
no,33.0,Male,8,0.0,0.0,F,Possession of Oxycodone,African-American
no,31.0,Female,0,0.0,0.0,M,Battery,African-American
no,26.0,Male,1,0.0,0.0,M,Poss Of Controlled Substance,African-American
no,35.0,Male,4,0.0,0.0,M,Poss Of Controlled Substance,African-American
yes,41.0,Female,12,0.0,0.0,F,Felony Battery w/Prior Convict,Caucasian
no,34.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,33.0,Male,0,0.0,0.0,F,Sell or Offer for Sale Counterfeit Goods,Other
no,32.0,Female,0,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,37.0,Male,9,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,50.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
no,35.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,47.0,Female,0,0.0,0.0,M,Prostitution/Lewd Act Assignation,Caucasian
no,52.0,Female,8,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,5,0.0,1.0,F,Shoot In Occupied Dwell,African-American
yes,36.0,Male,1,0.0,0.0,M,arrest case no charge,African-American
yes,45.0,Male,13,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,19.0,Male,0,0.0,0.0,M,Battery,Other
yes,41.0,Male,8,0.0,0.0,F,Driving While License Revoked,African-American
no,24.0,Male,0,0.0,0.0,M,Battery,African-American
no,21.0,Male,1,0.0,1.0,F,Robbery / No Weapon,African-American
no,54.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,49.0,Male,0,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
no,42.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,21.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
no,61.0,Male,30,0.0,0.0,F,arrest case no charge,African-American
yes,46.0,Male,5,0.0,0.0,F,Battery On A Person Over 65,Caucasian
no,74.0,Male,0,0.0,0.0,M,DUI - Enhanced,Caucasian
no,38.0,Female,0,0.0,0.0,F,Possession of Cannabis,Hispanic
no,75.0,Male,2,0.0,0.0,M,Driving License Suspended,Caucasian
no,39.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
no,38.0,Female,0,0.0,0.0,F,arrest case no charge,African-American
yes,19.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
yes,28.0,Male,0,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
no,53.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,25.0,Male,1,0.0,0.0,F,Fleeing or Eluding a LEO,African-American
no,53.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,53.0,Male,4,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,23.0,Male,2,0.0,1.0,F,Burglary Unoccupied Dwelling,African-American
yes,55.0,Male,33,0.0,0.0,F,Felony Petit Theft,Caucasian
no,64.0,Female,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,23.0,Male,1,0.0,0.0,M,Battery,African-American
no,38.0,Male,1,0.0,0.0,M,Driving Under The Influence,Hispanic
yes,23.0,Male,4,0.0,0.0,F,Possession of Cannabis,African-American
no,41.0,Female,0,0.0,0.0,F,Burglary Structure Unoccup,Hispanic
no,53.0,Male,0,0.0,0.0,M,Driving Under The Influence,Other
no,34.0,Male,0,0.0,0.0,F,Battery on a Person Over 65,African-American
yes,24.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Hispanic
no,26.0,Male,1,0.0,0.0,M,Criminal Mischief Damage <$200,African-American
no,44.0,Male,4,0.0,0.0,F,Driving While License Revoked,Caucasian
no,27.0,Female,0,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Caucasian
no,28.0,Male,14,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,Caucasian
no,55.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,22.0,Female,2,0.0,0.0,F,arrest case no charge,African-American
no,36.0,Male,15,0.0,0.0,F,arrest case no charge,African-American
yes,29.0,Male,6,0.0,0.0,F,Fail To Redeliver Hire Prop,African-American
no,23.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,56.0,Male,1,0.0,0.0,M,Driving Under The Influence,African-American
yes,27.0,Male,2,0.0,0.0,F,Possession Of Alprazolam,Caucasian
no,37.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,32.0,Male,1,0.0,0.0,F,Leaving the Scene of Accident,African-American
yes,41.0,Male,18,2.0,0.0,M,Unlaw Use False Name/Identity,African-American
yes,22.0,Male,1,0.0,0.0,F,Battery on Law Enforc Officer,African-American
yes,37.0,Male,1,0.0,0.0,F,Possession of Cocaine,Caucasian
no,45.0,Male,3,0.0,0.0,M,Viol Pretrial Release Dom Viol,African-American
no,31.0,Female,14,0.0,0.0,F,Aggravated Assault,African-American
yes,42.0,Male,7,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,26.0,Male,20,0.0,2.0,F,Grand Theft (Motor Vehicle),African-American
yes,33.0,Male,0,0.0,0.0,F,"Deliver 3,4 Methylenediox",Caucasian
yes,22.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,32.0,Male,2,0.0,0.0,F,Resist Officer w/Violence,Caucasian
no,36.0,Female,1,0.0,0.0,M,Battery,African-American
no,54.0,Male,0,0.0,0.0,M,Prostitution/Lewd Act Assignation,Caucasian
yes,25.0,Male,5,0.0,1.0,F,arrest case no charge,African-American
yes,24.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,23.0,Male,0,0.0,0.0,M,Leaving Acc/Unattended Veh,Hispanic
no,61.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,42.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,28.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,27.0,Male,1,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
no,24.0,Male,2,0.0,0.0,M,Battery,Caucasian
no,33.0,Male,14,0.0,0.0,F,Possession of Oxycodone,African-American
yes,32.0,Male,16,0.0,0.0,F,Driving While License Revoked,African-American
no,38.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
no,21.0,Male,1,0.0,1.0,M,Unl/Disturb Education/Instui,Caucasian
yes,27.0,Male,1,0.0,0.0,F,Possession Burglary Tools,African-American
no,39.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,29.0,Male,0,0.0,0.0,F,Uttering a Forged Instrument,Caucasian
no,29.0,Male,1,0.0,0.0,F,Possession of Cocaine,Caucasian
no,65.0,Male,6,0.0,0.0,F,arrest case no charge,Caucasian
yes,36.0,Male,1,0.0,0.0,F,Possession Of Alprazolam,Caucasian
yes,46.0,Male,0,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,44.0,Male,7,1.0,0.0,F,Poss of Cocaine W/I/D/S 1000FT Park,African-American
no,27.0,Male,0,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
yes,27.0,Male,8,0.0,0.0,F,Felony Battery (Dom Strang),African-American
no,61.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,47.0,Male,0,0.0,0.0,M,Battery,African-American
no,27.0,Male,1,0.0,0.0,M,Battery,African-American
yes,28.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,31.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,26.0,Male,9,0.0,0.0,M,Violation Of Boater Safety Id,Caucasian
yes,53.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,25.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,23.0,Male,5,0.0,0.0,M,Resist/Obstruct W/O Violence,Other
yes,21.0,Female,4,0.0,3.0,M,arrest case no charge,African-American
no,23.0,Male,1,0.0,0.0,M,Leave Acc/Attend Veh/More $50,African-American
no,30.0,Male,3,0.0,1.0,M,Battery,Other
no,45.0,Female,2,0.0,0.0,F,False Motor Veh Insurance Card,African-American
yes,27.0,Male,2,0.0,0.0,M,Battery,African-American
yes,57.0,Male,6,0.0,0.0,M,Opert With Susp DL 2nd Offens,African-American
